with_pinyin_part.part_type:string,:SRC_VID(string),:DST_VID(string)
final,yi1,i
initial,cha4,ch
final,cha4,a
initial,liang3,l
final,liang3,iang
final,e2,e
initial,yi1,y
final,yi1,i
initial,chang2,ch
final,chang2,ang
initial,ban4,b
final,ban4,an
initial,duan3,d
final,duan3,uan
initial,yi1,y
final,yi1,i
initial,chang2,ch
final,chang2,ang
final,er4,er
initial,duan3,d
final,duan3,uan
initial,yi1,y
final,yi1,i
initial,chang2,ch
final,chang2,ang
initial,liang3,l
final,liang3,iang
initial,duan3,d
final,duan3,uan
initial,yi1,y
final,yi1,i
initial,chang2,ch
final,chang2,ang
initial,yi1,y
final,yi1,i
initial,duan3,d
final,duan3,uan
initial,yi1,y
final,yi1,i
initial,chang3,ch
final,chang3,ang
initial,chun1,ch
final,chun1,un
initial,meng4,m
final,meng4,eng
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,bai3,b
final,bai3,ai
initial,he4,h
final,he4,e
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,san1,s
final,san1,an
initial,tan4,t
final,tan4,an
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,yi1,y
final,yi1,i
initial,he2,h
final,he2,e
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,bai3,b
final,bai3,ai
initial,he2,h
final,he2,e
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,san1,s
final,san1,an
initial,tan4,t
final,tan4,an
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,yi1,y
final,yi1,i
initial,he4,h
final,he4,e
initial,yi1,y
final,yi1,i
initial,zhao1,zh
final,zhao1,ao
initial,qian1,q
final,qian1,ian
initial,li3,l
final,li3,i
initial,yi1,y
final,yi1,i
initial,zhao1,zh
final,zhao1,ao
initial,yi1,y
final,yi1,i
initial,xi1,x
final,xi1,i
initial,yi1,y
final,yi1,i
initial,zhao1,zh
final,zhao1,ao
initial,zhi1,zh
final,zhi1,i
initial,fen4,f
final,fen4,en
initial,yi1,y
final,yi1,i
initial,zhao1,zh
final,zhao1,ao
initial,zhi1,zh
final,zhi1,i
initial,huan4,h
final,huan4,uan
initial,yi1,y
final,yi1,i
initial,che4,ch
final,che4,e
initial,wan4,w
final,wan4,an
initial,rong2,r
final,rong2,ong
initial,yi1,y
final,yi1,i
initial,chen2,ch
final,chen2,en
initial,bu4,b
final,bu4,u
initial,dao4,d
final,dao4,ao
initial,yi1,y
final,yi1,i
initial,chen2,ch
final,chen2,en
initial,bu4,b
final,bu4,u
initial,ran3,r
final,ran3,an
initial,yi1,y
final,yi1,i
initial,chen2,ch
final,chen2,en
initial,bu4,b
final,bu4,u
initial,zi1,z
final,zi1,i
initial,yi1,y
final,yi1,i
initial,cheng2,ch
final,cheng2,eng
initial,bu4,b
final,bu4,u
initial,bian4,b
final,bian4,ian
initial,yi1,y
final,yi1,i
initial,cheng2,ch
final,cheng2,eng
initial,bu4,b
final,bu4,u
initial,yi4,y
final,yi4,i
initial,yi1,y
final,yi1,i
initial,cheng2,ch
final,cheng2,eng
initial,yi1,y
final,yi1,i
initial,lv3,l
final,lv3,v
initial,yi1,y
final,yi1,i
initial,chi2,ch
final,chi2,i
initial,yi1,y
final,yi1,i
initial,zhang1,zh
final,zhang1,ang
initial,yi1,y
final,yi1,i
initial,chou2,ch
final,chou2,ou
initial,mo4,m
final,mo4,o
initial,zhan3,zh
final,zhan3,an
initial,yi1,y
final,yi1,i
initial,chu4,ch
final,chu4,u
initial,ji2,j
final,ji2,i
initial,fa1,f
final,fa1,a
initial,yi1,y
final,yi1,i
initial,chu4,ch
final,chu4,u
initial,ji2,j
final,ji2,i
initial,kui4,k
final,kui4,ui
initial,yi1,y
final,yi1,i
initial,chuan4,ch
final,chuan4,uan
initial,li2,l
final,li2,i
initial,zhu1,zh
final,zhu1,u
initial,yi1,y
final,yi1,i
initial,chuang2,ch
final,chuang2,uang
initial,liang3,l
final,liang3,iang
initial,hao3,h
final,hao3,ao
initial,yi1,y
final,yi1,i
initial,chui1,ch
final,chui1,ui
initial,yi1,y
final,yi1,i
initial,chang4,ch
final,chang4,ang
initial,yi1,y
final,yi1,i
initial,chui2,ch
final,chui2,ui
initial,ding4,d
final,ding4,ing
initial,yin1,y
final,yin1,in
initial,yi1,y
final,yi1,i
initial,chui2,ch
final,chui2,ui
initial,ding4,d
final,ding4,ing
initial,yin1,y
final,yin1,in
initial,yi1,y
final,yi1,i
initial,ci2,c
final,ci2,i
initial,mo4,m
final,mo4,o
initial,zan4,z
final,zan4,an
initial,yi1,y
final,yi1,i
initial,ci2,c
final,ci2,i
initial,tong2,t
final,tong2,ong
initial,gui3,g
final,gui3,ui
initial,yi1,y
final,yi1,i
initial,cu4,c
final,cu4,u
final,er2,er
initial,cheng2,ch
final,cheng2,eng
initial,yi1,y
final,yi1,i
initial,cu4,c
final,cu4,u
final,er2,er
initial,de2,d
final,de2,e
initial,yi1,y
final,yi1,i
initial,cu4,c
final,cu4,u
final,er2,er
initial,jiu4,j
final,jiu4,iu
initial,yi1,y
final,yi1,i
initial,cu4,c
final,cu4,u
initial,ke3,k
final,ke3,e
initial,ji3,j
final,ji3,i
initial,yi1,y
final,yi1,i
initial,cun4,c
final,cun4,un
initial,chi4,ch
final,chi4,i
initial,xin1,x
final,xin1,in
initial,yi1,y
final,yi1,i
initial,cun4,c
final,cun4,un
initial,dan1,d
final,dan1,an
initial,xin1,x
final,xin1,in
initial,yi1,y
final,yi1,i
initial,da1,d
final,da1,a
initial,liang3,l
final,liang3,iang
initial,yong4,y
final,yong4,ong
initial,yi1,y
final,yi1,i
initial,da1,d
final,da1,a
initial,yi1,y
final,yi1,i
initial,dang4,d
final,dang4,ang
initial,yi2,y
final,yi2,i
initial,dai4,d
final,dai4,ai
initial,ding3,d
final,ding3,ing
initial,chen2,ch
final,chen2,en
initial,yi1,y
final,yi1,i
initial,dai4,d
final,dai4,ai
initial,feng1,f
final,feng1,eng
initial,liu2,l
final,liu2,iu
initial,yi1,y
final,yi1,i
initial,dai4,d
final,dai4,ai
initial,kai3,k
final,kai3,ai
initial,mo2,m
final,mo2,o
initial,yi1,y
final,yi1,i
initial,dai4,d
final,dai4,ai
initial,tan2,t
final,tan2,an
initial,zong1,z
final,zong1,ong
initial,yi2,y
final,yi2,i
initial,dai4,d
final,dai4,ai
initial,wen2,w
final,wen2,en
initial,zong1,z
final,zong1,ong
initial,yi2,y
final,yi2,i
initial,dai4,d
final,dai4,ai
initial,zong1,z
final,zong1,ong
initial,chen2,ch
final,chen2,en
initial,yi1,y
final,yi1,i
initial,dan1,d
final,dan1,an
initial,yi1,y
final,yi1,i
initial,piao2,p
final,piao2,iao
initial,yi2,y
final,yi2,i
initial,dan4,d
final,dan4,an
initial,yi1,y
final,yi1,i
initial,xi1,x
final,xi1,i
initial,yi1,y
final,yi1,i
initial,tan2,t
final,tan2,an
initial,zhi3,zh
final,zhi3,i
initial,qing3,q
final,qing3,ing
initial,yi1,y
final,yi1,i
initial,dao1,d
final,dao1,ao
initial,liang3,l
final,liang3,iang
initial,duan4,d
final,duan4,uan
initial,yi1,y
final,yi1,i
initial,dao1,d
final,dao1,ao
initial,liang3,l
final,liang3,iang
initial,duan4,d
final,duan4,uan
initial,yi1,y
final,yi1,i
initial,de2,d
final,de2,e
initial,zhi1,zh
final,zhi1,i
initial,gong1,g
final,gong1,ong
initial,yi1,y
final,yi1,i
initial,de2,d
final,de2,e
initial,zhi1,zh
final,zhi1,i
initial,jian4,j
final,jian4,ian
initial,yi1,y
final,yi1,i
initial,de2,d
final,de2,e
initial,zhi1,zh
final,zhi1,i
initial,yu2,y
final,yu2,u
initial,yi1,y
final,yi1,i
initial,de2,d
final,de2,e
initial,yi1,y
final,yi1,i
initial,xin1,x
final,xin1,in
initial,yi4,y
final,yi4,i
initial,dian3,d
final,dian3,ian
initial,ban4,b
final,ban4,an
initial,dian3,d
final,dian3,ian
initial,yi4,y
final,yi4,i
initial,dian3,d
final,dian3,ian
initial,ling2,l
final,ling2,ing
initial,xi1,x
final,xi1,i
initial,yi4,y
final,yi4,i
initial,dian3,d
final,dian3,ian
initial,yi1,y
final,yi1,i
initial,di1,d
final,di1,i
initial,yi1,y
final,yi1,i
initial,diao1,d
final,diao1,iao
initial,shuang1,sh
final,shuang1,uang
initial,tu4,t
final,tu4,u
initial,yi1,y
final,yi1,i
initial,die1,d
final,die1,ie
initial,bu4,b
final,bu4,u
initial,zhen4,zh
final,zhen4,en
initial,yi1,y
final,yi1,i
initial,ding1,d
final,ding1,ing
initial,bu4,b
final,bu4,u
initial,shi2,sh
final,shi2,i
initial,yi1,y
final,yi1,i
initial,ding4,d
final,ding4,ing
initial,bu4,b
final,bu4,u
initial,yi2,y
final,yi2,i
initial,yi1,y
final,yi1,i
initial,ding4,d
final,ding4,ing
initial,bu4,b
final,bu4,u
initial,yi4,y
final,yi4,i
initial,yi1,y
final,yi1,i
initial,ding4,d
final,ding4,ing
initial,zhi1,zh
final,zhi1,i
initial,gui1,g
final,gui1,ui
initial,yi1,y
final,yi1,i
initial,fa1,f
final,fa1,a
initial,po4,p
final,po4,o
initial,di4,d
final,di4,i
initial,yi1,y
final,yi1,i
initial,fa4,f
final,fa4,a
initial,qian1,q
final,qian1,ian
initial,jun1,j
final,jun1,un
initial,yi1,y
final,yi1,i
initial,fan2,f
final,fan2,an
initial,feng1,f
final,feng1,eng
initial,shun4,sh
final,shun4,un
initial,yi1,y
final,yi1,i
initial,fan1,f
final,fan1,an
initial,shun4,sh
final,shun4,un
initial,feng1,f
final,feng1,eng
initial,yi1,y
final,yi1,i
initial,fan3,f
final,fan3,an
initial,chang2,ch
final,chang2,ang
initial,tai4,t
final,tai4,ai
initial,yi1,y
final,yi1,i
initial,fan3,f
final,fan3,an
initial,ji4,j
final,ji4,i
initial,wang3,w
final,wang3,ang
initial,yi1,y
final,yi1,i
initial,fan3,f
final,fan3,an
initial,qi2,q
final,qi2,i
initial,dao4,d
final,dao4,ao
initial,yi1,y
final,yi1,i
initial,fan4,f
final,fan4,an
initial,qian1,q
final,qian1,ian
initial,jin1,j
final,jin1,in
initial,yi1,y
final,yi1,i
initial,fan4,f
final,fan4,an
initial,zhi1,zh
final,zhi1,i
initial,de2,d
final,de2,e
initial,yi1,y
final,yi1,i
initial,fang1,f
final,fang1,ang
initial,zhi1,zh
final,zhi1,i
initial,ren4,r
final,ren4,en
initial,yi1,y
final,yi1,i
initial,fei1,f
final,fei1,ei
initial,chong1,ch
final,chong1,ong
initial,tian1,t
final,tian1,ian
initial,yi1,y
final,yi1,i
initial,fei4,f
final,fei4,ei
initial,bai3,b
final,bai3,ai
initial,sheng1,sh
final,sheng1,eng
initial,yi1,y
final,yi1,i
initial,fen1,f
final,fen1,en
initial,wei2,w
final,wei2,ei
final,er4,er
initial,yi1,y
final,yi1,i
initial,fen1,f
final,fen1,en
initial,yi1,y
final,yi1,i
initial,hao2,h
final,hao2,ao
initial,yi1,y
final,yi1,i
initial,fo2,f
final,fo2,o
initial,chu1,ch
final,chu1,u
initial,shi4,sh
final,shi4,i
initial,yi1,y
final,yi1,i
initial,fu1,f
final,fu1,u
initial,dang1,d
final,dang1,ang
initial,guan1,g
final,guan1,uan
initial,yi1,y
final,yi1,i
initial,fu1,f
final,fu1,u
initial,zhi1,zh
final,zhi1,i
initial,yong3,y
final,yong3,ong
initial,yi1,y
final,yi1,i
initial,fu1,f
final,fu1,u
initial,zhi1,zh
final,zhi1,i
initial,yong4,y
final,yong4,ong
initial,yi1,y
final,yi1,i
initial,fu4,f
final,fu4,u
initial,zhong4,zh
final,zhong4,ong
initial,xiu1,x
final,xiu1,iu
initial,yi1,y
final,yi1,i
initial,gai3,g
final,gai3,ai
initial,gu4,g
final,gu4,u
initial,zhe2,zh
final,zhe2,e
initial,yi1,y
final,yi1,i
initial,gai4,g
final,gai4,ai
final,er2,er
initial,lun4,l
final,lun4,un
initial,yi1,y
final,yi1,i
initial,gan1,g
final,gan1,an
final,er4,er
initial,jing4,j
final,jing4,ing
initial,yi1,y
final,yi1,i
initial,gan1,g
final,gan1,an
initial,ren2,r
final,ren2,en
initial,fan4,f
final,fan4,an
initial,yi1,y
final,yi1,i
initial,gao1,g
final,gao1,ao
final,er4,er
initial,di1,d
final,di1,i
initial,yi1,y
final,yi1,i
initial,ge4,g
final,ge4,e
initial,ban4,b
final,ban4,an
initial,ge4,g
final,ge4,e
initial,yi1,y
final,yi1,i
initial,gen1,g
final,gen1,en
initial,yi1,y
final,yi1,i
initial,ban3,b
final,ban3,an
initial,yi1,y
final,yi1,i
initial,gu3,g
final,gu3,u
initial,bu4,b
final,bu4,u
initial,deng1,d
final,deng1,eng
initial,yi1,y
final,yi1,i
initial,gu3,g
final,gu3,u
initial,bu4,b
final,bu4,u
initial,sheng1,sh
final,sheng1,eng
initial,yi1,y
final,yi1,i
initial,gu3,g
final,gu3,u
initial,nao3,n
final,nao3,ao
final,er,er
initial,yi1,y
final,yi1,i
initial,gu3,g
final,gu3,u
initial,yi1,y
final,yi1,i
initial,ban3,b
final,ban3,an
initial,yi1,y
final,yi1,i
initial,gu3,g
final,gu3,u
initial,zuo4,z
final,zuo4,uo
initial,qi4,q
final,qi4,i
initial,yi1,y
final,yi1,i
initial,gu4,g
final,gu4,u
initial,qian1,q
final,qian1,ian
initial,jin1,j
final,jin1,in
initial,yi1,y
final,yi1,i
initial,gu4,g
final,gu4,u
initial,qing1,q
final,qing1,ing
initial,cheng2,ch
final,cheng2,eng
initial,yi1,y
final,yi1,i
initial,guan1,g
final,guan1,uan
initial,ban4,b
final,ban4,an
initial,zhi2,zh
final,zhi2,i
initial,yi1,y
final,yi1,i
initial,gui3,g
final,gui3,ui
initial,tong2,t
final,tong2,ong
initial,feng1,f
final,feng1,eng
initial,yi1,y
final,yi1,i
initial,guo2,g
final,guo2,uo
initial,san1,s
final,san1,an
initial,gong1,g
final,gong1,ong
initial,yi1,y
final,yi1,i
initial,han2,h
final,han2,an
initial,ru2,r
final,ru2,u
initial,ci3,c
final,ci3,i
initial,yi1,y
final,yi1,i
initial,hao2,h
final,hao2,ao
initial,bu4,b
final,bu4,u
initial,cha1,ch
final,cha1,a
initial,yi1,y
final,yi1,i
initial,hao2,h
final,hao2,ao
initial,bu4,b
final,bu4,u
initial,gou3,g
final,gou3,ou
initial,yi1,y
final,yi1,i
initial,hao2,h
final,hao2,ao
initial,bu4,b
final,bu4,u
initial,ran3,r
final,ran3,an
initial,yi1,y
final,yi1,i
initial,hao2,h
final,hao2,ao
initial,qian1,q
final,qian1,ian
initial,li3,l
final,li3,i
initial,yi1,y
final,yi1,i
initial,he1,h
final,he1,e
final,er2,er
initial,jiu4,j
final,jiu4,iu
initial,yi1,y
final,yi1,i
initial,hen3,h
final,hen3,en
final,er4,er
initial,hen3,h
final,hen3,en
initial,yi1,y
final,yi1,i
initial,hong4,h
final,hong4,ong
final,er2,er
initial,qi3,q
final,qi3,i
initial,yi1,y
final,yi1,i
initial,hong4,h
final,hong4,ong
final,er2,er
initial,san4,s
final,san4,an
initial,yi1,y
final,yi1,i
initial,hong1,h
final,hong1,ong
final,er2,er
initial,shang4,sh
final,shang4,ang
initial,yi1,y
final,yi1,i
initial,hu1,h
final,hu1,u
initial,bai3,b
final,bai3,ai
initial,nuo4,n
final,nuo4,uo
initial,yi1,y
final,yi1,i
initial,hu1,h
final,hu1,u
initial,bai3,b
final,bai3,ai
initial,ying4,y
final,ying4,ing
initial,yi1,y
final,yi1,i
initial,hu1,h
final,hu1,u
initial,zai4,z
final,zai4,ai
initial,nuo4,n
final,nuo4,uo
initial,yi1,y
final,yi1,i
initial,hu2,h
final,hu2,u
initial,zhi1,zh
final,zhi1,i
initial,ye4,y
final,ye4,e
initial,yi1,y
final,yi1,i
initial,hu2,h
final,hu2,u
initial,zhi1,zh
final,zhi1,i
initial,ye4,y
final,ye4,e
initial,yi1,y
final,yi1,i
initial,hu2,h
final,hu2,u
initial,qian1,q
final,qian1,ian
initial,jin1,j
final,jin1,in
initial,yi1,y
final,yi1,i
initial,hu3,h
final,hu3,u
initial,bu4,b
final,bu4,u
initial,he2,h
final,he2,e
initial,yi1,y
final,yi1,i
initial,hua1,h
final,hua1,ua
initial,du2,d
final,du2,u
initial,fang4,f
final,fang4,ang
initial,yi1,y
final,yi1,i
initial,hua4,h
final,hua4,ua
initial,kai1,k
final,kai1,ai
initial,tian1,t
final,tian1,ian
initial,yi1,y
final,yi1,i
initial,huai2,h
final,huai2,uai
final,er2,er
initial,lun4,l
final,lun4,un
initial,yi1,y
final,yi1,i
initial,huan2,h
final,huan2,uan
initial,yi1,y
final,yi1,i
initial,bao4,b
final,bao4,ao
initial,yi1,y
final,yi1,i
initial,huang2,h
final,huang2,uang
initial,liang3,l
final,liang3,iang
initial,she2,sh
final,she2,e
initial,yi1,y
final,yi1,i
initial,hui1,h
final,hui1,ui
final,er2,er
initial,cheng2,ch
final,cheng2,eng
initial,yi1,y
final,yi1,i
initial,hui1,h
final,hui1,ui
final,er2,er
initial,jiu4,j
final,jiu4,iu
initial,yi1,y
final,yi1,i
initial,hui1,h
final,hui1,ui
initial,jiu3,j
final,jiu3,iu
initial,zhi4,zh
final,zhi4,i
initial,yi1,y
final,yi1,i
initial,hui1,h
final,hui1,ui
initial,chu1,ch
final,chu1,u
initial,shou3,sh
final,shou3,ou
initial,yi1,y
final,yi1,i
initial,hui4,h
final,hui4,ui
initial,yi1,y
final,yi1,i
initial,ming2,m
final,ming2,ing
initial,yi1,y
final,yi1,i
initial,ji1,j
final,ji1,i
initial,liang3,l
final,liang3,iang
initial,bao3,b
final,bao3,ao
initial,yi1,y
final,yi1,i
initial,ji3,j
final,ji3,i
initial,zhi1,zh
final,zhi1,i
initial,jian4,j
final,jian4,ian
initial,yi1,y
final,yi1,i
initial,ji3,j
final,ji3,i
initial,zhi1,zh
final,zhi1,i
initial,si1,s
final,si1,i
initial,yi1,y
final,yi1,i
initial,ji4,j
final,ji4,i
initial,zhi1,zh
final,zhi1,i
initial,chang2,ch
final,chang2,ang
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,juan4,j
final,juan4,uan
initial,shu3,sh
final,shu3,u
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,lao3,l
final,lao3,ao
initial,xiao3,x
final,xiao3,iao
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,wu2,w
final,wu2,u
final,er4,er
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,yi1,y
final,yi1,i
initial,huo3,h
final,huo3,uo
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,yi1,y
final,yi1,i
initial,ji4,j
final,ji4,i
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,zhi1,zh
final,zhi1,i
initial,ci2,c
final,ci2,i
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,zhi1,zh
final,zhi1,i
initial,ji4,j
final,ji4,i
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,zhi1,zh
final,zhi1,i
initial,xue2,x
final,xue2,ue
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,zhi1,zh
final,zhi1,i
initial,yan2,y
final,yan2,an
initial,yi1,y
final,yi1,i
initial,jia1,j
final,jia1,ia
initial,zhi1,zh
final,zhi1,i
initial,zuo4,z
final,zuo4,uo
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,le,l
final,le,e
initial,ran2,r
final,ran2,an
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,qing1,q
final,qing1,ing
initial,xin1,x
final,xin1,in
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,ru2,r
final,ru2,u
initial,gu4,g
final,gu4,u
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,ru2,r
final,ru2,u
initial,jiu4,j
final,jiu4,iu
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,zhong1,zh
final,zhong1,ong
initial,qing2,q
final,qing2,ing
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,zhi1,zh
final,zhi1,i
initial,ren4,r
final,ren4,en
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,shang4,sh
final,shang4,ang
initial,duo4,d
final,duo4,uo
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,shuang1,sh
final,shuang1,uang
initial,diao1,d
final,diao1,iao
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,zhi1,zh
final,zhi1,i
initial,di4,d
final,di4,i
initial,yi1,y
final,yi1,i
initial,jian4,j
final,jian4,ian
initial,zhi1,zh
final,zhi1,i
initial,yao2,y
final,yao2,ao
initial,yi1,y
final,yi1,i
initial,jiang1,j
final,jiang1,iang
initial,shi2,sh
final,shi2,i
initial,bing3,b
final,bing3,ing
initial,yi1,y
final,yi1,i
initial,jiao3,j
final,jiao3,iao
initial,bu4,b
final,bu4,u
initial,yi2,y
final,yi2,i
initial,yi1,y
final,yi1,i
initial,jie1,j
final,jie1,ie
initial,ban4,b
final,ban4,an
initial,ji2,j
final,ji2,i
initial,yi1,y
final,yi1,i
initial,jie1,j
final,jie1,ie
initial,ban4,b
final,ban4,an
initial,zhi2,zh
final,zhi2,i
initial,yi1,y
final,yi1,i
initial,jie1,j
final,jie1,ie
initial,ru2,r
final,ru2,u
initial,jiu4,j
final,jiu4,iu
initial,yi1,y
final,yi1,i
initial,jie4,j
final,jie4,ie
initial,bu4,b
final,bu4,u
initial,gou3,g
final,gou3,ou
initial,yi1,y
final,yi1,i
initial,jie4,j
final,jie4,ie
initial,bu4,b
final,bu4,u
initial,qu3,q
final,qu3,u
initial,yi1,y
final,yi1,i
initial,jie4,j
final,jie4,ie
initial,shu1,sh
final,shu1,u
initial,sheng1,sh
final,sheng1,eng
initial,yi1,y
final,yi1,i
initial,jie4,j
final,jie4,ie
initial,zhi1,zh
final,zhi1,i
initial,cai2,c
final,cai2,ai
initial,yi1,y
final,yi1,i
initial,jie4,j
final,jie4,ie
initial,zhi1,zh
final,zhi1,i
initial,shan4,sh
final,shan4,an
initial,yi1,y
final,yi1,i
initial,jie4,j
final,jie4,ie
initial,zhi1,zh
final,zhi1,i
initial,shi4,sh
final,shi4,i
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,cheng2,ch
final,cheng2,eng
initial,ming2,m
final,ming2,ing
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,liang3,l
final,liang3,iang
initial,de2,d
final,de2,e
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,liang3,l
final,liang3,iang
initial,quan2,q
final,quan2,uan
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,qian1,q
final,qian1,ian
initial,li3,l
final,li3,i
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,san1,s
final,san1,an
initial,fan3,f
final,fan3,an
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,wan4,w
final,wan4,an
initial,li3,l
final,li3,i
initial,yi1,y
final,yi1,i
initial,ju3,j
final,ju3,u
initial,yi1,y
final,yi1,i
initial,dong4,d
final,dong4,ong
initial,yi1,y
final,yi1,i
initial,jue2,j
final,jue2,ue
initial,ci2,c
final,ci2,i
initial,xiong2,x
