:SRC_VID(string),:DST_VID(string),with_pinyin.position:int
一脉同气,tong2,2
一脉同气,qi4,3
一脉相承,yi1,0
一脉相承,mai4,1
一脉相承,xiang1,2
一脉相承,cheng2,3
一脉相传,yi1,0
一脉相传,mai4,1
一脉相传,xiang1,2
一脉相传,chuan2,3
一脉相通,yi1,0
一脉相通,mai4,1
一脉相通,xiang1,2
一脉相通,tong1,3
一脉香烟,yi1,0
一脉香烟,mai4,1
一脉香烟,xiang1,2
一脉香烟,yan1,3
一毛不拔,yi1,0
一毛不拔,mao2,1
一毛不拔,bu4,2
一毛不拔,ba2,3
一门同气,yi1,0
一门同气,men2,1
一门同气,tong2,2
一门同气,qi4,3
一门心思,yi1,0
一门心思,men2,1
一门心思,xin1,2
一门心思,si1,3
一梦华胥,yi1,0
一梦华胥,meng4,1
一梦华胥,hua2,2
一梦华胥,xu1,3
一面如旧,yi1,0
一面如旧,mian4,1
一面如旧,ru2,2
一面如旧,jiu4,3
一面之词,yi1,0
一面之词,mian4,1
一面之词,zhi1,2
一面之词,ci2,3
一面之辞,yi1,0
一面之辞,mian4,1
一面之辞,zhi1,2
一面之辞,ci2,3
一面之交,yi1,0
一面之交,mian4,1
一面之交,zhi1,2
一面之交,jiao1,3
一面之款,yi1,0
一面之款,mian4,1
一面之款,zhi1,2
一面之款,kuan3,3
一面之识,yi1,0
一面之识,mian4,1
一面之识,zhi1,2
一面之识,shi2,3
一面之雅,yi1,0
一面之雅,mian4,1
一面之雅,zhi1,2
一面之雅,ya3,3
一面之缘,yi2,0
一面之缘,mian4,1
一面之缘,zhi1,2
一面之缘,yuan2,3
一民同俗,yi1,0
一民同俗,min2,1
一民同俗,tong2,2
一民同俗,su2,3
一鸣惊人,yi1,0
一鸣惊人,ming2,1
一鸣惊人,jing1,2
一鸣惊人,ren2,3
一暝不视,yi1,0
一暝不视,ming2,1
一暝不视,bu4,2
一暝不视,shi4,3
一瞑不视,yi1,0
一瞑不视,ming2,1
一瞑不视,bu4,2
一瞑不视,shi4,3
一命归西,yi1,0
一命归西,ming4,1
一命归西,gui1,2
一命归西,xi1,3
一命归阴,yi1,0
一命归阴,ming4,1
一命归阴,gui1,2
一命归阴,yin1,3
一命鸣呼,yi1,0
一命鸣呼,ming4,1
一命鸣呼,ming2,2
一命鸣呼,hu1,3
一命呜呼,yi1,0
一命呜呼,ming4,1
一命呜呼,wu1,2
一命呜呼,hu1,3
一命之荣,yi1,0
一命之荣,ming4,1
一命之荣,zhi1,2
一命之荣,rong2,3
一模二样,yi1,0
一模二样,mo2,1
一模二样,er4,2
一模二样,yang4,3
一模一样,yi1,0
一模一样,mu2,1
一模一样,yi1,2
一模一样,yang4,3
一木难支,yi1,0
一木难支,mu4,1
一木难支,nan2,2
一木难支,zhi1,3
一目了然,yi1,0
一目了然,mu4,1
一目了然,liao3,2
一目了然,ran2,3
一目十行,yi1,0
一目十行,mu4,1
一目十行,shi2,2
一目十行,hang2,3
一目数行,yi1,0
一目数行,mu4,1
一目数行,shu4,2
一目数行,hang2,3
一目五行,yi1,0
一目五行,mu4,1
一目五行,wu3,2
一目五行,hang2,3
一目之士,yi1,0
一目之士,mu4,1
一目之士,zhi1,2
一目之士,shi4,3
一男半女,yi1,0
一男半女,nan2,1
一男半女,ban4,2
一男半女,nv3,3
一年半载,yi1,0
一年半载,nian2,1
一年半载,ban4,2
一年半载,zai3,3
一年一度,yi1,0
一年一度,nian2,1
一年一度,yi1,2
一年一度,du4,3
一念之差,yi1,0
一念之差,nian4,1
一念之差,zhi1,2
一念之差,cha1,3
一念之误,yi1,0
一念之误,nian4,1
一念之误,zhi1,2
一念之误,wu4,3
一牛九锁,yi1,0
一牛九锁,niu2,1
一牛九锁,jiu3,2
一牛九锁,suo3,3
一牛鸣地,yi1,0
一牛鸣地,niu2,1
一牛鸣地,ming2,2
一牛鸣地,di4,3
一诺千金,yi1,0
一诺千金,nuo4,1
一诺千金,qian1,2
一诺千金,jin1,3
一诺无辞,yi1,0
一诺无辞,nuo4,1
一诺无辞,wu2,2
一诺无辞,ci2,3
一拍即合,yi1,0
一拍即合,pai1,1
一拍即合,ji2,2
一拍即合,he2,3
一盘散沙,yi1,0
一盘散沙,pan2,1
一盘散沙,san3,2
一盘散沙,sha1,3
一喷一醒,yi1,0
一喷一醒,pen1,1
一喷一醒,yi1,2
一喷一醒,xing3,3
一片冰心,yi1,0
一片冰心,pian4,1
一片冰心,bing1,2
一片冰心,xin1,3
一片丹心,yi1,0
一片丹心,pian4,1
一片丹心,dan1,2
一片丹心,xin1,3
一片宫商,yi1,0
一片宫商,pian4,1
一片宫商,gong1,2
一片宫商,shang1,3
一片焦土,yi1,0
一片焦土,pian4,1
一片焦土,jiao1,2
一片焦土,tu3,3
一片散沙,yi1,0
一片散沙,pian4,1
一片散沙,san4,2
一片散沙,sha1,3
一片汪洋,yi1,0
一片汪洋,pian4,1
一片汪洋,wang1,2
一片汪洋,yang2,3
一偏之见,yi1,0
一偏之见,pian1,1
一偏之见,zhi1,2
一偏之见,jian4,3
一偏之论,yi1,0
一偏之论,pian1,1
一偏之论,zhi1,2
一偏之论,lun4,3
一贫如洗,yi1,0
一贫如洗,pin2,1
一贫如洗,ru2,2
一贫如洗,xi3,3
一嚬一笑,yi1,0
一嚬一笑,pin2,1
一嚬一笑,yi1,2
一嚬一笑,xiao4,3
一颦一笑,yi1,0
一颦一笑,pin2,1
一颦一笑,yi1,2
一颦一笑,xiao4,3
一品白衫,yi1,0
一品白衫,pin3,1
一品白衫,bai2,2
一品白衫,shan1,3
一抔黄土,yi1,0
一抔黄土,pou2,1
一抔黄土,huang2,2
一抔黄土,tu3,3
一曝十寒,yi1,0
一曝十寒,pu4,1
一曝十寒,shi2,2
一曝十寒,han2,3
一齐众楚,yi1,0
一齐众楚,qi2,1
一齐众楚,zhong4,2
一齐众楚,chu3,3
一气呵成,yi1,0
一气呵成,qi4,1
一气呵成,he1,2
一气呵成,cheng2,3
一气浑成,yi1,0
一气浑成,qi4,1
一气浑成,hun2,2
一气浑成,cheng2,3
一谦四益,yi1,0
一谦四益,qian1,1
一谦四益,si4,2
一谦四益,yi4,3
一钱不名,yi1,0
一钱不名,qian2,1
一钱不名,bu4,2
一钱不名,ming2,3
一钱不值,yi1,0
一钱不值,qian2,1
一钱不值,bu4,2
一钱不值,zhi2,3
一钱如命,yi1,0
一钱如命,qian2,1
一钱如命,ru2,2
一钱如命,ming4,3
一窍不通,yi1,0
一窍不通,qiao4,1
一窍不通,bu4,2
一窍不通,tong1,3
一切万物,yi1,0
一切万物,qie1,1
一切万物,wan4,2
一切万物,wu4,3
一切众生,yi1,0
一切众生,qie4,1
一切众生,zhong4,2
一切众生,sheng1,3
一琴一鹤,yi1,0
一琴一鹤,qin2,1
一琴一鹤,yi1,2
一琴一鹤,he4,3
一清二白,yi1,0
一清二白,qing1,1
一清二白,er4,2
一清二白,bai2,3
一清二楚,yi4,0
一清二楚,qing1,1
一清二楚,er4,2
一清二楚,chu3,3
一清如水,yi1,0
一清如水,qing1,1
一清如水,ru2,2
一清如水,shui3,3
一穷二白,yi1,0
一穷二白,qiong2,1
一穷二白,er4,2
一穷二白,bai2,3
一丘一壑,yi1,0
一丘一壑,qiu1,1
一丘一壑,yi1,2
一丘一壑,he4,3
一丘之貉,yi1,0
一丘之貉,qiu1,1
一丘之貉,zhi1,2
一丘之貉,he2,3
一邱之貉,yi1,0
一邱之貉,qiu1,1
一邱之貉,zhi1,2
一邱之貉,he4,3
一曲阳关,yi1,0
一曲阳关,qu3,1
一曲阳关,yang2,2
一曲阳关,guan1,3
一人有庆,yi1,0
一人有庆,ren2,1
一人有庆,you3,2
一人有庆,qing4,3
一人之交,yi1,0
一人之交,ren2,1
一人之交,zhi1,2
一人之交,jiao1,3
一仍旧贯,yi1,0
一仍旧贯,reng2,1
一仍旧贯,jiu4,2
一仍旧贯,guan4,3
一日九迁,yi1,0
一日九迁,ri4,1
一日九迁,jiu3,2
一日九迁,qian1,3
一日千里,yi1,0
一日千里,ri4,1
一日千里,qian1,2
一日千里,li3,3
一日千丈,yi1,0
一日千丈,ri4,1
一日千丈,qian1,2
一日千丈,zhang4,3
一日三复,yi1,0
一日三复,ri4,1
一日三复,san1,2
一日三复,fu4,3
一日三覆,yi1,0
一日三覆,ri4,1
一日三覆,san1,2
一日三覆,fu4,3
一日三秋,yi1,0
一日三秋,ri4,1
一日三秋,san1,2
一日三秋,qiu1,3
一日三省,yi1,0
一日三省,ri4,1
一日三省,san1,2
一日三省,xing3,3
一日三岁,yi1,0
一日三岁,ri4,1
一日三岁,san1,2
一日三岁,sui4,3
一日三月,yi1,0
一日三月,ri4,1
一日三月,san1,2
一日三月,yue4,3
一日万机,yi1,0
一日万机,ri4,1
一日万机,wan4,2
一日万机,ji1,3
一日万几,yi1,0
一日万几,ri4,1
一日万几,wan4,2
一日万几,ji3,3
一日万里,yi1,0
一日万里,ri4,1
一日万里,wan4,2
一日万里,li3,3
一日之长,yi1,0
一日之长,ri4,1
一日之长,zhi1,2
一日之长,chang2,3
一日之雅,yi1,0
一日之雅,ri4,1
一日之雅,zhi1,2
一日之雅,ya3,3
一如既往,yi1,0
一如既往,ru2,1
一如既往,ji4,2
一如既往,wang3,3
一扫而光,yi1,0
一扫而光,sao3,1
一扫而光,er2,2
一扫而光,guang1,3
一扫而空,yi1,0
一扫而空,sao3,1
一扫而空,er2,2
一扫而空,kong1,3
一觞一咏,yi1,0
一觞一咏,shang1,1
一觞一咏,yi1,2
一觞一咏,yong3,3
一蛇两头,yi1,0
一蛇两头,she2,1
一蛇两头,liang3,2
一蛇两头,tou2,3
一射之地,yi1,0
一射之地,she4,1
一射之地,zhi1,2
一射之地,di4,3
一身二任,yi1,0
一身二任,shen1,1
一身二任,er4,2
一身二任,ren4,3
一身两头,yi1,0
一身两头,shen1,1
一身两头,liang3,2
一身两头,tou2,3
一身两役,yi1,0
一身两役,shen1,1
一身两役,liang3,2
一身两役,yi4,3
一身是胆,yi1,0
一身是胆,shen1,1
一身是胆,shi4,2
一身是胆,dan3,3
一身五心,yi1,0
一身五心,shen1,1
一身五心,wu3,2
一身五心,xin1,3
一生九死,yi1,0
一生九死,sheng1,1
一生九死,jiu3,2
一生九死,si3,3
一生一代,yi1,0
一生一代,sheng1,1
一生一代,yi2,2
一生一代,dai4,3
一生一世,yi1,0
一生一世,sheng1,1
一生一世,yi1,2
一生一世,shi4,3
一石二鸟,yi1,0
一石二鸟,shi2,1
一石二鸟,er4,2
一石二鸟,niao3,3
一时半刻,yi1,0
一时半刻,shi2,1
一时半刻,ban4,2
一时半刻,ke4,3
一时半霎,yi1,0
一时半霎,shi2,1
一时半霎,ban4,2
一时半霎,sha4,3
一时半晌,yi1,0
一时半晌,shi2,1
一时半晌,ban4,2
一时半晌,shang3,3
一时伯仲,yi1,0
一时伯仲,shi2,1
一时伯仲,bo2,2
一时伯仲,zhong4,3
一时千载,yi1,0
一时千载,shi2,1
一时千载,qian1,2
一时千载,zai3,3
一时三刻,yi1,0
一时三刻,shi2,1
一时三刻,san1,2
一时三刻,ke4,3
一时之权,yi1,0
一时之权,shi2,1
一时之权,zhi1,2
一时之权,quan2,3
一时之秀,yi1,0
一时之秀,shi2,1
一时之秀,zhi1,2
一时之秀,xiu4,3
一时之选,yi1,0
一时之选,shi2,1
一时之选,zhi1,2
一时之选,xuan3,3
一矢双穿,yi1,0
一矢双穿,shi3,1
一矢双穿,shuang1,2
一矢双穿,chuan1,3
一世龙门,yi1,0
一世龙门,shi4,1
一世龙门,long2,2
一世龙门,men2,3
一世之雄,yi1,0
一世之雄,shi4,1
一世之雄,zhi1,2
一世之雄,xiong2,3
一式一样,yi1,0
一式一样,shi4,1
一式一样,yi1,2
一式一样,yang4,3
一事不知,yi1,0
一事不知,shi4,1
一事不知,bu4,2
一事不知,zhi1,3
一事无成,yi1,0
一事无成,shi4,1
一事无成,wu2,2
一事无成,cheng2,3
一视同仁,yi1,0
一视同仁,shi4,1
一视同仁,tong2,2
一视同仁,ren2,3
一室生春,yi1,0
一室生春,shi4,1
一室生春,sheng1,2
一室生春,chun1,3
一手包办,yi1,0
一手包办,shou3,1
一手包办,bao1,2
一手包办,ban4,3
一手托天,yi1,0
一手托天,shou3,1
一手托天,tuo1,2
一手托天,tian1,3
一手一脚,yi1,0
一手一脚,shou3,1
一手一脚,yi1,2
一手一脚,jiao3,3
一手一足,yi1,0
一手一足,shou3,1
一手一足,yi1,2
一手一足,zu2,3
一手遮天,yi1,0
一手遮天,shou3,1
一手遮天,zhe1,2
一手遮天,tian1,3
一树百获,yi1,0
一树百获,shu4,1
一树百获,bai3,2
一树百获,huo4,3
一双两好,yi1,0
一双两好,shuang1,1
一双两好,liang3,2
一双两好,hao3,3
一丝半粟,yi1,0
一丝半粟,si1,1
一丝半粟,ban4,2
一丝半粟,su4,3
一丝不苟,yi1,0
一丝不苟,si1,1
一丝不苟,bu4,2
一丝不苟,gou3,3
一丝不挂,yi1,0
一丝不挂,si1,1
一丝不挂,bu4,2
一丝不挂,gua4,3
一丝不紊,yi1,0
一丝不紊,si1,1
一丝不紊,bu4,2
一丝不紊,wen3,3
一丝两气,yi1,0
一丝两气,si1,1
一丝两气,liang3,2
一丝两气,qi4,3
一丝一毫,yi1,0
一丝一毫,si1,1
一丝一毫,yi1,2
一丝一毫,hao2,3
一死一生,yi1,0
一死一生,si3,1
一死一生,yi1,2
一死一生,sheng1,3
一岁九迁,yi1,0
一岁九迁,sui4,1
一岁九迁,jiu3,2
一岁九迁,qian1,3
一岁三迁,yi1,0
一岁三迁,sui4,1
一岁三迁,san1,2
一岁三迁,qian1,3
一岁载赦,yi1,0
一岁载赦,sui4,1
一岁载赦,zai4,2
一岁载赦,she4,3
一岁再赦,yi1,0
一岁再赦,sui4,1
一岁再赦,zai4,2
一岁再赦,she4,3
一索成男,yi1,0
一索成男,suo3,1
一索成男,cheng2,2
一索成男,nan2,3
一索得男,yi1,0
一索得男,suo3,1
一索得男,de2,2
一索得男,nan2,3
一塌刮子,yi1,0
一塌刮子,ta1,1
一塌刮子,gua1,2
一塌刮子,zi,3
一塌胡涂,yi1,0
一塌胡涂,ta1,1
一塌胡涂,hu2,2
一塌胡涂,tu2,3
一塌糊涂,yi1,0
一塌糊涂,ta1,1
一塌糊涂,hu2,2
一塌糊涂,tu2,3
一榻横陈,yi1,0
一榻横陈,ta4,1
一榻横陈,heng2,2
一榻横陈,chen2,3
一榻胡涂,yi1,0
一榻胡涂,ta4,1
一榻胡涂,hu2,2
一榻胡涂,tu2,3
一潭死水,yi1,0
一潭死水,tan2,1
一潭死水,si3,2
一潭死水,shui3,3
一体同心,yi1,0
一体同心,ti3,1
一体同心,tong2,2
一体同心,xin1,3
一天星斗,yi1,0
一天星斗,tian1,1
一天星斗,xing1,2
一天星斗,dou3,3
一天一地,yi1,0
一天一地,tian1,1
一天一地,yi1,2
一天一地,di4,3
一通百通,yi2,0
一通百通,tong4,1
一通百通,bai3,2
一通百通,tong1,3
一统天下,yi1,0
一统天下,tong3,1
一统天下,tian1,2
一统天下,xia4,3
一吐为快,yi1,0
一吐为快,tu3,1
一吐为快,wei2,2
一吐为快,kuai4,3
一团和气,yi1,0
一团和气,tuan2,1
一团和气,he2,2
一团和气,qi4,3
一团漆黑,yi1,0
一团漆黑,tuan2,1
一团漆黑,qi1,2
一团漆黑,hei1,3
一推两搡,yi1,0
一推两搡,tui1,1
一推两搡,liang3,2
一推两搡,sang3,3
一网打尽,yi1,0
一网打尽,wang3,1
一网打尽,da3,2
一网打尽,jin4,3
一网尽扫,yi1,0
一网尽扫,wang3,1
一网尽扫,jin4,2
一网尽扫,sao3,3
一往而深,yi1,0
一往而深,wang3,1
一往而深,er2,2
一往而深,shen1,3
一往情深,yi1,0
一往情深,wang3,1
一往情深,qing2,2
一往情深,shen1,3
一往无前,yi1,0
一往无前,wang3,1
一往无前,wu2,2
一往无前,qian2,3
一往直前,yi1,0
一往直前,wang3,1
一往直前,zhi2,2
一往直前,qian2,3
一望而知,yi1,0
一望而知,wang4,1
一望而知,er2,2
一望而知,zhi1,3
一望无边,yi1,0
一望无边,wang4,1
一望无边,wu2,2
一望无边,bian1,3
一望无际,yi1,0
一望无际,wang4,1
一望无际,wu2,2
一望无际,ji4,3
一望无垠,yi2,0
一望无垠,wang4,1
一望无垠,wu2,2
一望无垠,yin2,3
一苇可航,yi1,0
一苇可航,wei3,1
一苇可航,ke3,2
一苇可航,hang2,3
一文不名,yi1,0
一文不名,wen2,1
一文不名,bu4,2
一文不名,ming2,3
一文不值,yi1,0
一文不值,wen2,1
一文不值,bu4,2
一文不值,zhi2,3
一文如命,yi1,0
一文如命,wen2,1
一文如命,ru2,2
一文如命,ming4,3
一闻千悟,yi1,0
一闻千悟,wen2,1
一闻千悟,qian1,2
一闻千悟,wu4,3
一卧不起,yi1,0
一卧不起,wo4,1
一卧不起,bu4,2
一卧不起,qi3,3
一无长物,yi1,0
一无长物,wu2,1
一无长物,chang2,2
一无长物,wu4,3
一无可取,yi1,0
一无可取,wu2,1
一无可取,ke3,2
一无可取,qu3,3
一无是处,yi1,0
一无是处,wu2,1
一无是处,shi4,2
一无是处,chu4,3
一无所长,yi1,0
一无所长,wu2,1
一无所长,suo3,2
一无所长,chang2,3
一无所成,yi1,0
一无所成,wu2,1
一无所成,suo3,2
一无所成,cheng2,3
一无所得,yi1,0
一无所得,wu2,1
一无所得,suo3,2
一无所得,de2,3
一无所获,yi1,0
一无所获,wu2,1
一无所获,suo3,2
一无所获,huo4,3
一无所能,yi1,0
一无所能,wu2,1
一无所能,suo3,2
一无所能,neng2,3
一无所求,yi1,0
一无所求,wu2,1
一无所求,suo3,2
一无所求,qiu2,3
一无所取,yi1,0
一无所取,wu2,1
一无所取,suo3,2
一无所取,qu3,3
一无所闻,yi1,0
一无所闻,wu2,1
一无所闻,suo3,2
一无所闻,wen2,3
一无所有,yi1,0
一无所有,wu2,1
一无所有,suo3,2
一无所有,you3,3
一无所知,yi1,0
一无所知,wu2,1
一无所知,suo3,2
一无所知,zhi1,3
一五一十,yi1,0
一五一十,wu3,1
一五一十,yi1,2
一五一十,shi2,3
一物不知,yi1,0
一物不知,wu4,1
一物不知,bu4,2
一物不知,zhi1,3
一误再误,yi1,0
一误再误,wu4,1
一误再误,zai4,2
一误再误,wu4,3
一夕一朝,yi1,0
一夕一朝,xi1,1
一夕一朝,yi1,2
一夕一朝,zhao1,3
一息尚存,yi1,0
一息尚存,xi1,1
一息尚存,shang4,2
一息尚存,cun2,3
一息奄奄,yi1,0
一息奄奄,xi1,1
一息奄奄,yan3,2
一息奄奄,yan3,3
一席之地,yi1,0
一席之地,xi2,1
一席之地,zhi1,2
一席之地,di4,3
一现昙华,yi1,0
一现昙华,xian4,1
一现昙华,tan2,2
一现昙华,hua1,3
一线生机,yi1,0
一线生机,xian4,1
一线生机,sheng1,2
一线生机,ji1,3
一线之路,yi1,0
一线之路,xian4,1
一线之路,zhi1,2
一线之路,lu4,3
一献三酬,yi1,0
一献三酬,xian4,1
一献三酬,san1,2
一献三酬,chou2,3
一献三售,yi1,0
一献三售,xian4,1
一献三售,san1,2
一献三售,shou4,3
一相情原,yi1,0
一相情原,xiang1,1
一相情原,qing2,2
一相情原,yuan2,3
一相情愿,yi1,0
一相情愿,xiang1,1
一相情愿,qing2,2
一相情愿,yuan4,3
一厢情原,yi1,0
一厢情原,xiang1,1
一厢情原,qing2,2
一厢情原,yuan2,3
一厢情愿,yi4,0
一厢情愿,xiang1,1
一厢情愿,qing2,2
一厢情愿,yuan4,3
一笑百媚,yi1,0
一笑百媚,xiao4,1
一笑百媚,bai3,2
一笑百媚,mei4,3
一笑了事,yi1,0
一笑了事,xiao4,1
一笑了事,le,2
一笑了事,shi4,3
一笑了之,yi1,0
一笑了之,xiao4,1
一笑了之,liao3,2
一笑了之,zhi1,3
一笑千金,yi1,0
一笑千金,xiao4,1
一笑千金,qian1,2
一笑千金,jin1,3
一笑倾城,yi1,0
一笑倾城,xiao4,1
一笑倾城,qing1,2
一笑倾城,cheng2,3
一笑一颦,yi1,0
一笑一颦,xiao4,1
一笑一颦,yi1,2
一笑一颦,pin2,3
一笑置之,yi1,0
一笑置之,xiao4,1
一笑置之,zhi4,2
一笑置之,zhi1,3
一些半些,yi1,0
一些半些,xie1,1
一些半些,ban4,2
一些半些,xie1,3
一泻百里,yi1,0
一泻百里,xie4,1
一泻百里,bai3,2
一泻百里,li3,3
一泻千里,yi1,0
一泻千里,xie4,1
一泻千里,qian1,2
一泻千里,li3,3
一泻万里,yi1,0
一泻万里,xie4,1
一泻万里,wan4,2
一泻万里,li3,3
一心同功,yi1,0
一心同功,xin1,1
一心同功,tong2,2
一心同功,gong1,3
一心同归,yi1,0
一心同归,xin1,1
一心同归,tong2,2
一心同归,gui1,3
一心同体,yi1,0
一心同体,xin1,1
一心同体,tong2,2
一心同体,ti3,3
一心无二,yi1,0
一心无二,xin1,1
一心无二,wu2,2
一心无二,er4,3
一心一德,yi1,0
一心一德,xin1,1
一心一德,yi1,2
一心一德,de2,3
一心一腹,yi1,0
一心一腹,xin1,1
一心一腹,yi1,2
一心一腹,fu4,3
一心一计,yi1,0
一心一计,xin1,1
一心一计,yi1,2
一心一计,ji4,3
一心一力,yi1,0
一心一力,xin1,1
一心一力,yi1,2
一心一力,li4,3
一心一路,yi1,0
一心一路,xin1,1
一心一路,yi1,2
一心一路,lu4,3
一心一意,yi1,0
一心一意,xin1,1
一心一意,yi1,2
一心一意,yi4,3
一星半点,yi1,0
一星半点,xing1,1
一星半点,ban4,2
一星半点,dian3,3
一行作吏,yi1,0
一行作吏,xing2,1
一行作吏,zuo4,2
一行作吏,li4,3
一熏一莸,yi1,0
一熏一莸,xun1,1
一熏一莸,yi1,2
一熏一莸,you2,3
一薰一莸,yi1,0
一薰一莸,xun1,1
一薰一莸,yi1,2
一薰一莸,you2,3
一言半辞,yi1,0
一言半辞,yan2,1
一言半辞,ban4,2
一言半辞,ci2,3
一言半句,yi1,0
一言半句,yan2,1
一言半句,ban4,2
一言半句,ju4,3
一言半语,yi1,0
一言半语,yan2,1
一言半语,ban4,2
一言半语,yu3,3
一言不发,yi1,0
一言不发,yan2,1
一言不发,bu4,2
一言不发,fa1,3
一言九鼎,yi1,0
一言九鼎,yan2,1
一言九鼎,jiu3,2
一言九鼎,ding3,3
一言两语,yi1,0
一言两语,yan2,1
一言两语,liang3,2
一言两语,yu3,3
一言难尽,yi1,0
一言难尽,yan2,1
一言难尽,nan2,2
一言难尽,jin4,3
一言千金,yi1,0
一言千金,yan2,1
一言千金,qian1,2
一言千金,jin1,3
一言丧邦,yi1,0
一言丧邦,yan2,1
一言丧邦,sang4,2
一言丧邦,bang1,3
一言为定,yi1,0
一言为定,yan2,1
一言为定,wei2,2
一言为定,ding4,3
一言兴邦,yi1,0
一言兴邦,yan2,1
一言兴邦,xing1,2
一言兴邦,bang1,3
一言一行,yi1,0
一言一行,yan2,1
一言一行,yi1,2
一言一行,xing2,3
一言中的,yi1,0
一言中的,yan2,1
一言中的,zhong1,2
一言中的,di4,3
一噎止餐,yi1,0
一噎止餐,ye1,1
一噎止餐,zhi3,2
一噎止餐,can1,3
一叶报秋,yi1,0
一叶报秋,ye4,1
一叶报秋,bao4,2
一叶报秋,qiu1,3
一叶迷山,yi1,0
一叶迷山,ye4,1
一叶迷山,mi2,2
一叶迷山,shan1,3
一叶障目,yi1,0
一叶障目,ye4,1
一叶障目,zhang4,2
一叶障目,mu4,3
一叶知秋,yi1,0
一叶知秋,ye4,1
一叶知秋,zhi1,2
一叶知秋,qiu1,3
一衣带水,yi1,0
一衣带水,yi1,1
一衣带水,dai4,2
一衣带水,shui3,3
一以当百,yi1,0
一以当百,yi3,1
