:VID(string),idiom.pinyin:string
于家为国,"['yu2', 'jia1', 'wei2', 'guo2']"
于今为烈,"['yu2', 'jin1', 'wei2', 'lie4']"
于事无补,"['yu2', 'shi4', 'wu2', 'bu3']"
于心何忍,"['yu2', 'xin1', 'he2', 'ren3']"
于心无愧,"['yu2', 'jin1', 'wu2', 'kui4']"
予齿去角,"['yu3', 'chi3', 'qu4', 'jiao3']"
予夺生杀,"['yu3', 'duo2', 'sheng1', 'sha1']"
予取予夺,"['yu2', 'qu3', 'yu2', 'duo2']"
予取予求,"['yu2', 'qu3', 'yu2', 'qiu2']"
予取予携,"['yu2', 'qu3', 'yu2', 'xie2']"
予智予雄,"['yu2', 'zhi4', 'yu2', 'xiong2']"
余杯冷炙,"['yu2', 'bei1', 'leng3', 'zhi4']"
余波未平,"['yu2', 'bo1', 'wei4', 'ping2']"
余风遗文,"['yu2', 'feng1', 'yi2', 'wen2']"
余膏剩馥,"['yu2', 'gao1', 'sheng4', 'fu4']"
余光分人,"['yu2', 'guang1', 'fen1', 'ren2']"
余烬复燃,"['yu2', 'jin4', 'fu4', 'ran2']"
余妙绕梁,"['yu2', 'miao4', 'rao4', 'liang2']"
余声三日,"['yu2', 'sheng1', 'san1', 'ri4']"
余食赘行,"['yu2', 'shi2', 'zhui4', 'xing2']"
余桃啖君,"['yu2', 'tao2', 'dan4', 'jun1']"
余味无穷,"['yu2', 'wei4', 'wu2', 'qiong2']"
余霞成绮,"['yu2', 'xia2', 'cheng2', 'qi3']"
余霞散绮,"['yu2', 'xia2', 'san4', 'qi3']"
余响绕梁,"['yu2', 'xiang3', 'rao4', 'liang2']"
余腥残秽,"['yu2', 'xing1', 'can2', 'hui4']"
余业遗烈,"['yu2', 'ye4', 'yi2', 'lie4']"
余音缭绕,"['yu2', 'yin1', 'liao2', 'rao4']"
余音袅袅,"['yu2', 'yin1', 'niao3', 'niao3']"
余音绕梁,"['yu2', 'yin1', 'rao4', 'liang2']"
余勇可贾,"['yu2', 'yong3', 'ke3', 'gu3']"
余韵流风,"['yu2', 'yun4', 'liu2', 'feng1']"
余子碌碌,"['yu2', 'zi3', 'lu4', 'lu4']"
杅穿皮蠹,"['yu2', 'chuan1', 'shui3', 'du4']"
盂方水方,"['yu2', 'fang1', 'shui3', 'fang1']"
鱼帛狐篝,"['yu2', 'bo2', 'hu2', 'gou1']"
鱼帛狐声,"['yu2', 'bo2', 'hu2', 'sheng1']"
鱼肠尺素,"['yu2', 'chang2', 'chi3', 'su4']"
鱼肠雁足,"['yu2', 'chang2', 'yan4', 'zu2']"
鱼沉鸿断,"['yu2', 'chen2', 'hong2', 'duan4']"
鱼沉雁静,"['yu2', 'chen2', 'yan4', 'jing4']"
鱼沉雁落,"['yu2', 'chen2', 'yan4', 'luo4']"
鱼沉雁渺,"['yu2', 'chen2', 'yan4', 'miao3']"
鱼沉雁杳,"['yu2', 'chen2', 'yan4', 'yao3']"
鱼传尺素,"['yu2', 'chuan2', 'chi3', 'su4']"
鱼大水小,"['yu2', 'da4', 'shui3', 'xiao3']"
鱼封雁帖,"['yu2', 'feng1', 'yan4', 'tie1']"
鱼釜尘甑,"['yu2', 'fu3', 'chen2', 'zeng4']"
鱼贯而出,"['yu2', 'guan4', 'er2', 'chu1']"
鱼贯而入,"['yu2', 'guan4', 'er2', 'ru4']"
鱼贯而行,"['yu2', 'guan4', 'er2', 'xing2']"
鱼贯雁比,"['yu2', 'guan4', 'yan4', 'bi3']"
鱼贯雁行,"['yu2', 'guan4', 'yan4', 'xing2']"
鱼笺雁书,"['yu2', 'jian1', 'yan4', 'shu1']"
鱼惊鸟散,"['yu2', 'jing1', 'niao3', 'san4']"
鱼溃鸟离,"['yu2', 'kui4', 'niao3', 'li2']"
鱼溃鸟散,"['yu2', 'kui4', 'niao3', 'san4']"
鱼烂而亡,"['yu2', 'lan4', 'er2', 'wang2']"
鱼烂河决,"['yu2', 'lan4', 'he2', 'jue2']"
鱼烂取亡,"['yu2', 'lan4', 'qu3', 'wang2']"
鱼烂土崩,"['yu2', 'lan4', 'tu3', 'beng1']"
鱼烂瓦解,"['yu2', 'lan4', 'wa3', 'jie3']"
鱼瞵鹗睨,"['yu2', 'lin2', 'e4', 'ni4']"
鱼龙百变,"['yu2', 'long2', 'bai3', 'bian4']"
鱼龙变化,"['yu2', 'long2', 'bian4', 'hua4']"
鱼龙混杂,"['yu2', 'long2', 'hun4', 'za2']"
鱼龙曼羡,"['yu2', 'long2', 'man4', 'xian4']"
鱼龙曼延,"['yu2', 'long2', 'man4', 'yan2']"
鱼龙曼衍,"['yu2', 'long2', 'man4', 'yan3']"
鱼龙漫衍,"['yu2', 'long2', 'man4', 'yan3']"
鱼鲁帝虎,"['yu2', 'lu3', 'di4', 'hu3']"
鱼米之地,"['yu2', 'mi3', 'zhi1', 'di4']"
鱼米之乡,"['yu2', 'mi3', 'zhi1', 'xiang1']"
鱼目混珍,"['yu2', 'mu4', 'hun4', 'zhen1']"
鱼目混珎,"['yu2', 'mu4', 'hun4', 'zhu1']"
鱼目混珠,"['yu2', 'mu4', 'hun4', 'zhu1']"
鱼目间珠,"['yu2', 'mu4', 'jian1', 'zhu1']"
鱼馁肉败,"['yu2', 'nei3', 'rou4', 'bai4']"
鱼肉百姓,"['yu2', 'rou4', 'bai3', 'xing4']"
鱼肉乡里,"['yu2', 'rou4', 'xiang1', 'li3']"
鱼升龙门,"['yu2', 'sheng1', 'long2', 'men2']"
鱼生空釜,"['yu2', 'sheng1', 'kong1', 'fu3']"
鱼书雁帛,"['yu2', 'shu1', 'yan4', 'bo2']"
鱼书雁帖,"['yu2', 'shu1', 'yan4', 'tie3']"
鱼书雁信,"['yu2', 'shu1', 'yan4', 'xin4']"
鱼水和谐,"['yu2', 'shui3', 'he2', 'xie2']"
鱼水深情,"['yu2', 'shui3', 'shen1', 'qing2']"
鱼水相欢,"['yu2', 'shui3', 'xiang1', 'huan1']"
鱼水相投,"['yu2', 'shui3', 'xiang1', 'tou2']"
鱼死网破,"['yu2', 'si3', 'wang3', 'po4']"
鱼网鸿离,"['yu2', 'wang3', 'hong2', 'li2']"
鱼尾雁行,"['yu2', 'wei3', 'yan4', 'xing2']"
鱼县鸟窜,"['yu2', 'xian4', 'niao3', 'cuan4']"
鱼游沸鼎,"['yu2', 'you2', 'fei4', 'ding3']"
鱼游沸釜,"['yu2', 'you2', 'fei4', 'fu3']"
鱼游釜底,"['yu2', 'you2', 'fu3', 'di3']"
鱼游釜内,"['yu2', 'you2', 'fu3', 'nei4']"
鱼游釜中,"['yu2', 'you2', 'fu3', 'zhong1']"
鱼游濠上,"['yu2', 'you2', 'hao2', 'shang4']"
鱼游燋釜,"['yu2', 'you2', 'zhuo2', 'fu3']"
鱼鱼雅雅,"['yu2', 'yu2', 'ya3', 'ya3']"
鱼与熊掌,"['yu2', 'yu3', 'xiong2', 'zhang3']"
鱼跃龙门,"['yu2', 'yue4', 'long2', 'men2']"
鱼跃鸢飞,"['yu2', 'yue4', 'yuan1', 'fei1']"
鱼质龙文,"['yu2', 'zhi4', 'long2', 'wen2']"
娱妻弄子,"['yu2', 'qi1', 'nong4', 'zi3']"
娱心悦目,"['yu2', 'xin1', 'yue4', 'mu4']"
渔夺侵牟,"['yu2', 'duo2', 'qin1', 'mou2']"
渔海樵山,"['yu2', 'hai3', 'qiao2', 'shan1']"
渔人得利,"['yu2', 'ren2', 'de2', 'li4']"
渔人之利,"['yu2', 'ren2', 'zhi1', 'li4']"
渔翁得利,"['yu2', 'weng1', 'de2', 'li4']"
渔翁之利,"['yu2', 'weng1', 'zhi1', 'li4']"
渔阳鞞鼓,"['yu3', 'yang2', 'pi2', 'gu3']"
渔阳鼙鼓,"['yu3', 'yang2', 'pi2', 'gu3']"
逾次超秩,"['yu2', 'ci4', 'chao1', 'zhi4']"
逾淮之橘,"['yu2', 'huai2', 'zhi1', 'ju2']"
逾年历岁,"['yu2', 'nian2', 'li4', 'sui4']"
逾千越万,"['yu2', 'qian1', 'yue4', 'wan4']"
逾墙窥蠙,"['yu2', 'qiang2', 'kui1', 'pin2']"
逾墙窥隙,"['yu2', 'qiang2', 'kui1', 'xi4']"
逾墙越舍,"['yu2', 'qiang2', 'yue4', 'she3']"
逾墙钻蠙,"['yu2', 'qiang2', 'zuan4', 'pin2']"
逾墙钻隙,"['yu2', 'qiang2', 'zuan1', 'xi4']"
逾墙钻穴,"['yu2', 'qiang2', 'zuan4', 'xue2']"
逾沙轶漠,"['yu2', 'sha1', 'yi4', 'mo4']"
逾山越海,"['yu2', 'shan1', 'yue4', 'hai3']"
逾绳越契,"['yu2', 'sheng2', 'yue4', 'qi4']"
逾闲荡检,"['yu2', 'xian2', 'dang4', 'jian3']"
愚不可及,"['yu2', 'bu4', 'ke3', 'ji2']"
愚夫蠢妇,"['yu2', 'fu1', 'chun3', 'fu4']"
愚夫愚妇,"['yu2', 'fu1', 'yu2', 'fu4']"
愚公移山,"['yu2', 'gong1', 'yi2', 'shan1']"
愚眉肉眼,"['yu2', 'mei2', 'rou4', 'yan3']"
愚昧无知,"['yu2', 'mei4', 'wu2', 'zhi1']"
榆次之辱,"['yu2', 'ci4', 'zhi1', 'ru3']"
榆枋之见,"['yu2', 'fang1', 'zhi1', 'jian4']"
榆瞑豆重,"['yu2', 'ming2', 'dou4', 'zhong4']"
榆木圪垯,"['yu2', 'mu4', 'ge1', 'da']"
榆木疙瘩,"['yu2', 'mu4', 'ge1', 'da']"
榆木脑袋,"['yu2', 'mu4', 'nao3', 'dai4']"
榆木脑壳,"['yu2', 'mu4', 'nao3', 'ke2']"
瑜百瑕一,"['yu2', 'bai3', 'xia2', 'yi1']"
瑜不搑瑕,"['yu2', 'bu4', 'yan3', 'xia2']"
瑜不掩瑕,"['yu2', 'bu4', 'yan3', 'xia2']"
舆论哗然,"['yu2', 'lun4', 'hua2', 'ran2']"
舆死扶伤,"['yu2', 'si3', 'fu2', 'shang1']"
与狐谋皮,"['yu3', 'hu2', 'mou2', 'pi2']"
与虎谋皮,"['yu3', 'hu3', 'mou2', 'pi2']"
与虎添翼,"['yu3', 'hu3', 'tian1', 'yi4']"
与民除害,"['yu3', 'hu3', 'chu2', 'hai4']"
与民更始,"['yu3', 'min2', 'geng1', 'shi3']"
与民同乐,"['yu3', 'min2', 'tong2', 'le4']"
与人为善,"['yu3', 'ren2', 'wei2', 'shan4']"
与日俱增,"['yu3', 'ri4', 'ju4', 'zeng1']"
与时推移,"['yu3', 'shi2', 'tui1', 'yi2']"
与时消息,"['yu3', 'shi2', 'xiao1', 'xi']"
与时偕行,"['yu3', 'shi2', 'xie2', 'xing2']"
与世长辞,"['yu3', 'shi4', 'chang2', 'ci2']"
与世沉浮,"['yu2', 'shi4', 'chen2', 'fu2']"
与世浮沉,"['yu3', 'shi4', 'fu2', 'chen2']"
与世俯仰,"['yu3', 'shi4', 'fu3', 'yang3']"
与世隔绝,"['yu3', 'shi4', 'ge2', 'jue2']"
与世推移,"['yu3', 'shi4', 'tui1', 'yi2']"
与世无争,"['yu2', 'shi4', 'wu2', 'zheng1']"
与世偃仰,"['yu3', 'shi4', 'yan3', 'yang3']"
与受同科,"['yu3', 'shou4', 'tong2', 'ke1']"
与物无竞,"['yu3', 'wu4', 'wu2', 'jing4']"
与物无忤,"['yu3', 'wu4', 'wu2', 'wu3']"
与众不同,"['yu3', 'zhong4', 'bu4', 'tong2']"
羽毛丰满,"['yu3', 'mao2', 'feng1', 'man3']"
羽毛未丰,"['yu3', 'mao2', 'wei4', 'feng1']"
羽扇纶巾,"['yu3', 'shan4', 'guan1', 'jin1']"
羽翼已成,"['yu3', 'yi4', 'yi3', 'cheng2']"
雨鬓风鬟,"['yu3', 'bin4', 'feng1', 'huan2']"
雨僝风僽,"['yu3', 'chan2', 'feng1', 'zhou4']"
雨僝云僽,"['yu3', 'chan2', 'yun2', 'zhou4']"
雨愁烟恨,"['yu3', 'chou2', 'yan1', 'hen4']"
雨凑云集,"['yu3', 'cou4', 'yun2', 'ji2']"
雨打风吹,"['yu3', 'da3', 'feng1', 'chui1']"
雨栋风帘,"['yu3', 'dong4', 'feng1', 'lian2']"
雨断云销,"['yu3', 'duan4', 'yun2', 'xiao1']"
雨覆云翻,"['yu3', 'fu4', 'yun2', 'fan1']"
雨膏烟腻,"['yu3', 'gao1', 'yan1', 'ni4']"
雨过天青,"['yu3', 'guo4', 'tian1', 'qing1']"
雨过天晴,"['yu3', 'guo4', 'tian1', 'qing2']"
雨恨云愁,"['yu3', 'hen4', 'yun2', 'chou2']"
雨后春笋,"['yu3', 'hou4', 'chun1', 'sun3']"
雨后送伞,"['yu3', 'hou4', 'song4', 'san3']"
雨迹云踪,"['yu3', 'ji4', 'yun2', 'zong1']"
雨巾风帽,"['yu3', 'jin1', 'feng1', 'mao4']"
雨井烟垣,"['yu3', 'jing3', 'yan1', 'yuan2']"
雨笠烟蓑,"['yu3', 'li4', 'yan1', 'suo1']"
雨帘云栋,"['yu3', 'lian2', 'yun2', 'dong4']"
雨鬣霜蹄,"['yu3', 'lie4', 'shuang1', 'ti2']"
雨淋日晒,"['yu3', 'lin2', 'ri4', 'shai4']"
雨淋日炙,"['yu3', 'lin2', 'ri4', 'zhi4']"
雨零星乱,"['yu3', 'ling2', 'xing1', 'luan4']"
雨零星散,"['yu3', 'ling2', 'xing1', 'san4']"
雨露之恩,"['yu3', 'lu4', 'zhi1', 'en1']"
雨霾风障,"['yu3', 'mai2', 'feng1', 'zhang4']"
雨沐风餐,"['yu3', 'mu4', 'feng1', 'can1']"
雨泣云愁,"['yu3', 'qi4', 'yun2', 'chou2']"
雨散风流,"['yu3', 'san4', 'feng1', 'liu2']"
雨散云飞,"['yu3', 'san4', 'yun2', 'fei1']"
雨散云收,"['yu3', 'san4', 'yun2', 'shou1']"
雨收云散,"['yu3', 'shou1', 'yun2', 'san4']"
雨顺风调,"['yu3', 'shun4', 'feng1', 'tiao2']"
雨丝风片,"['yu3', 'si1', 'feng1', 'pian4']"
雨宿风餐,"['yu3', 'su4', 'feng1', 'can1']"
雨蓑风笠,"['yu3', 'suo1', 'feng1', 'li4']"
雨蓑烟笠,"['yu3', 'suo1', 'yan1', 'li4']"
雨条烟叶,"['yu3', 'tiao2', 'yan1', 'ye4']"
雨卧风餐,"['yu3', 'wo4', 'feng1', 'can1']"
雨消云散,"['yu3', 'xiao1', 'yun2', 'san4']"
雨歇云收,"['yu3', 'xie1', 'yun2', 'shou1']"
雨昫时若,"['yu3', 'yang2', 'shi2', 'ruo4']"
雨约云期,"['yu3', 'yue1', 'yun2', 'qi1']"
雨沾云惹,"['yu3', 'zhan1', 'yun2', 're3']"
雨僽风僝,"['yu3', 'zhou4', 'feng1', 'chan2']"
雨踪云迹,"['yu3', 'zong1', 'yun2', 'ji4']"
禹惜寸阴,"['yu3', 'xi1', 'cun4', 'yin1']"
禹行舜趋,"['yu3', 'xing2', 'shun4', 'qu1']"
语不惊人,"['yu3', 'bu4', 'jing1', 'ren4']"
语不投机,"['yu3', 'bu4', 'tou2', 'ji1']"
语长心重,"['yu3', 'chang2', 'xin1', 'zhong4']"
语出月胁,"['yu3', 'chu1', 'yue4', 'xie2']"
语短情长,"['yu3', 'duan3', 'qing2', 'chang2']"
语简意赅,"['yu3', 'jian3', 'yi4', 'gai1']"
语近词冗,"['yu3', 'jin4', 'ci2', 'rong3']"
语近指远,"['yu3', 'jin4', 'zhi3', 'yuan3']"
语妙绝伦,"['yu3', 'miao4', 'jue2', 'lun2']"
语妙天下,"['yu3', 'miao4', 'tian1', 'xia4']"
语四言三,"['yu3', 'si4', 'yan2', 'san1']"
语无伦次,"['yu3', 'wu2', 'lun2', 'ci4']"
语无诠次,"['yu3', 'wu2', 'quan2', 'ci4']"
语笑喧呼,"['yu3', 'xiao4', 'xuan1', 'hu1']"
语笑喧哗,"['yu3', 'xiao4', 'xuan1', 'hua2']"
语笑喧阗,"['yu3', 'xiao4', 'xuan1', 'tian2']"
语焉不详,"['yu3', 'yan1', 'bu4', 'xiang2']"
语言无味,"['yu3', 'yan2', 'wu2', 'wei4']"
语重情深,"['yu3', 'zhong4', 'qing2', 'shen1']"
语重心长,"['yu3', 'zhong4', 'xin1', 'chang2']"
语重心沉,"['yu3', 'zhong4', 'xin1', 'chen2']"
玉惨花愁,"['yu4', 'can3', 'hua1', 'chou2']"
玉成其美,"['yu4', 'cheng2', 'qi2', 'mei3']"
玉成其事,"['yu4', 'cheng2', 'qi2', 'shi4']"
玉尺量才,"['yu4', 'chi3', 'liang2', 'cai2']"
玉骨冰肌,"['yu4', 'gu3', 'bing1', 'ji1']"
玉关人老,"['yu4', 'guan1', 'ren2', 'lao3']"
玉圭金臬,"['yu4', 'gui1', 'jin1', 'nie4']"
玉毁椟中,"['yu4', 'hui3', 'du2', 'zhong1']"
玉减香消,"['yu4', 'jian3', 'xiang1', 'xiao1']"
玉减香销,"['yu4', 'jian3', 'xiang1', 'xiao1']"
玉洁冰清,"['yu4', 'jie2', 'bing1', 'qing1']"
玉洁松贞,"['yu4', 'jie2', 'song1', 'zhen1']"
玉昆金友,"['yu4', 'kun1', 'jin1', 'you3']"
玉粒桂薪,"['yu4', 'li4', 'gui4', 'xin1']"
玉楼赴召,"['yu4', 'lou2', 'fu4', 'zhao4']"
玉漏犹滴,"['yu', 'lou', 'you', 'di']"
玉律金科,"['yu4', 'lv4', 'jin1', 'ke1']"
玉貌花容,"['yu4', 'mao4', 'hua1', 'rong2']"
玉佩琼琚,"['yu4', 'pei4', 'qiong2', 'ju1']"
玉砌雕阑,"['yu4', 'qi4', 'diao1', 'lan2']"
玉清冰洁,"['yu4', 'qing1', 'bing1', 'jie2']"
玉汝于成,"['yu4', 'ru3', 'yu2', 'cheng2']"
玉软花柔,"['yu4', 'ruan3', 'hua1', 'rou2']"
玉润冰清,"['yu4', 'run4', 'bing1', 'qing1']"
玉润珠圆,"['yu4', 'run4', 'zhu1', 'yuan2']"
玉石不分,"['yu4', 'shi2', 'bu4', 'fen1']"
玉石混淆,"['yu4', 'shi2', 'hun4', 'xiao2']"
玉石皆碎,"['yu4', 'shi2', 'jie1', 'sui4']"
玉石俱摧,"['yu4', 'shi2', 'ju4', 'cui1']"
玉石俱焚,"['yu4', 'shi2', 'ju4', 'fen2']"
玉石俱碎,"['yu4', 'shi2', 'ju4', 'sui4']"
玉石同沉,"['yu4', 'shi2', 'tong2', 'chen2']"
玉石同碎,"['yu4', 'shi2', 'tong2', 'sui4']"
玉石相揉,"['yu4', 'shi2', 'xiang1', 'rou2']"
玉石杂糅,"['yu4', 'shi2', 'za2', 'rou2']"
玉食锦衣,"['yu4', 'shi2', 'jin3', 'yi1']"
玉树临风,"['yu4', 'shu4', 'lin2', 'feng1']"
玉树琼枝,"['yu4', 'shu4', 'qiong2', 'zhi1']"
玉树芝兰,"['yu4', 'shu4', 'zhi1', 'lan2']"
玉碎香残,"['yu4', 'sui4', 'xiang1', 'can2']"
玉碎香消,"['yu4', 'sui4', 'xiang1', 'xiao1']"
玉碎香销,"['yu4', 'sui4', 'xiang1', 'xiao1']"
玉碎珠沉,"['yu4', 'sui4', 'zhu1', 'chen2']"
玉堂金马,"['yu4', 'tang2', 'jin1', 'ma3']"
玉堂人物,"['yu4', 'tang2', 'ren2', 'wu4']"
玉箫金琯,"['yu4', 'xiao1', 'jin1', 'guan3']"
玉箫金管,"['yu4', 'xiao1', 'jin1', 'guan3']"
玉燕投怀,"['yu4', 'yan4', 'tou2', 'huai2']"
玉叶金枝,"['yu4', 'ye4', 'jin1', 'zhi1']"
玉液金波,"['yu4', 'ye4', 'jin1', 'bo1']"
玉液金浆,"['yu4', 'ye4', 'jin1', 'jiang1']"
玉液琼浆,"['yu4', 'ye4', 'qiong2', 'jiang1']"
玉友金昆,"['yu4', 'you3', 'jin1', 'kun1']"
玉宇琼楼,"['yu4', 'yu3', 'qiong2', 'lou2']"
玉振金声,"['yu4', 'zhen4', 'jin1', 'sheng1']"
玉卮无当,"['yu4', 'zhi1', 'wu2', 'dang4']"
玉质金相,"['yu4', 'zhi4', 'jin1', 'xiang4']"
玉柱擎天,"['yu4', 'zhu4', 'qing2', 'tian1']"
玉走金飞,"['yu4', 'zou3', 'jin1', 'fei1']"
驭凤骖鹤,"['yu4', 'feng4', 'can1', 'he4']"
吁咈都俞,"['yu4', 'fu2', 'dou1', 'yu2']"
吁天呼地,"['yu4', 'tian1', 'hu1', 'di4']"
饫甘餍肥,"['yu4', 'gan1', 'yan4', 'fei2']"
饫闻厌见,"['yu4', 'wen2', 'yan4', 'jian4']"
郁郁不乐,"['yu4', 'yu4', 'bu4', 'le4']"
郁郁苍苍,"['yu4', 'yu4', 'cang1', 'cang1']"
郁郁沉沉,"['yu4', 'yu4', 'chen2', 'chen2']"
郁郁葱葱,"['yu4', 'yu4', 'cong1', 'cong1']"
郁郁寡欢,"['yu4', 'yu4', 'gua3', 'huan1']"
郁郁累累,"['yu4', 'yu4', 'lei3', 'lei3']"
郁郁芊芊,"['yu4', 'yu4', 'qian1', 'qian1']"
狱货非宝,"['yu4', 'huo4', 'fei1', 'bao3']"
浴血奋战,"['yu4', 'xue4', 'fen4', 'zhan4']"
欲罢不能,"['yu4', 'ba4', 'bu4', 'neng2']"
欲盖而彰,"['yu4', 'gai4', 'er2', 'zhang1']"
欲盖弥彰,"['yu4', 'gai4', 'mi2', 'zhang1']"
欲壑难填,"['yu4', 'he4', 'nan2', 'tian2']"
欲擒故纵,"['yu4', 'qin2', 'gu4', 'zong4']"
欲取姑予,"['yu4', 'qu3', 'gu1', 'yu3']"
欲谁归罪,"['yu', 'shui', 'gui', 'zhui']"
欲速不达,"['yu4', 'su4', 'bu4', 'da2']"
欲速反迟,"['yu4', 'su4', 'fan3', 'chi2']"
欲言又止,"['yu4', 'yan2', 'you4', 'zhi3']"
欲扬先抑,"['yu4', 'yang2', 'xian1', 'yi4']"
欲益反弊,"['yu4', 'yi4', 'fan3', 'bi4']"
欲益反损,"['yu4', 'yi4', 'fan3', 'sun3']"
喻之以理,"['yu4', 'zhi1', 'yi3', 'li3']"
寓兵于农,"['yu4', 'bing1', 'yu2', 'nong2']"
寓情于景,"['yu4', 'qing2', 'yu2', 'jing3']"
寓意深长,"['yu4', 'yi4', 'shen1', 'chang2']"
寓意深远,"['yu4', 'yi4', 'shen1', 'yuan3']"
御沟红叶,"['yu4', 'gou1', 'hong2', 'ye4']"
裕民足国,"['yu4', 'min2', 'zu2', 'guo2']"
遇难成祥,"['yu4', 'nan4', 'cheng2', 'xiang2']"
遇难呈祥,"['yu4', 'nan4', 'cheng2', 'xiang2']"
遇人不淑,"['yu4', 'ren2', 'bu4', 'shu1']"
遇事生端,"['yu4', 'shi4', 'sheng1', 'duan1']"
遇事生风,"['yu4', 'shi4', 'sheng1', 'feng1']"
遇水迭桥,"['yu4', 'shui3', 'die2', 'qiao2']"
遇水叠桥,"['yu4', 'shui3', 'die2', 'qiao2']"
遇水架桥,"['yu4', 'shui3', 'jia4', 'qiao2']"
遇物持平,"['yu4', 'wu4', 'chi2', 'ping2']"
誉不绝口,"['yu4', 'bu4', 'jue2', 'kou3']"
誉满天下,"['yu4', 'man3', 'tian1', 'xia4']"
毓子孕孙,"['yu4', 'zi3', 'yun4', 'sun1']"
鹬蚌相持,"['yu4', 'bang4', 'xiang1', 'chi2']"
鹬蚌相斗,"['yu4', 'bang4', 'xiang1', 'dou4']"
鹬蚌相危,"['yu4', 'bang4', 'xiang1', 'wei1']"
鹬蚌相争,"['yu4', 'bang4', 'xiang1', 'zheng1']"
鬻宠擅权,"['yu4', 'chong3', 'shan4', 'quan2']"
鬻儿卖女,"['yu4', 'er2', 'mai4', 'nv3']"
鬻鸡为凤,"['yu4', 'ji1', 'wei2', 'feng4']"
鬻良杂苦,"['yu4', 'liang2', 'za2', 'ku3']"
鬻矛誉榡,"['yu4', 'mao2', 'yu4', 'dun4']"
鬻驽窃价,"['yu4', 'nu3', 'qie4', 'jia4']"
鬻声钓世,"['yu4', 'sheng1', 'diao4', 'shi4']"
鸢飞鱼跃,"['yuan1', 'fei1', 'yu2', 'yue4']"
鸢肩豺目,"['yuan1', 'jian1', 'chai2', 'mu4']"
鸢肩羔膝,"['yuan1', 'jian1', 'gao1', 'xi1']"
鸢肩鹄颈,"['yuan1', 'jian1', 'hu2', 'jing3']"
冤沉海底,"['yuan1', 'chen2', 'hai3', 'di3']"
冤家对头,"['yuan1', 'jia', 'dui4', 'tou2']"
冤家路狭,"['yuan1', 'jia', 'lu4', 'xia2']"
冤家路窄,"['yuan1', 'jia1', 'lu4', 'zhai3']"
冤天屈地,"['yuan1', 'tian1', 'qu1', 'di4']"
冤冤相报,"['yuan1', 'yuan1', 'xiang1', 'bao4']"
鸳俦凤侣,"['yuan1', 'chou2', 'feng4', 'lv3']"
渊涓蠖瀋,"['yuan1', 'juan1', 'huo4', 'hu4']"
渊谋远略,"['yuan1', 'mou2', 'yuan3', 'lve4']"
渊清玉絜,"['yuan1', 'qing1', 'yu4', 'jie2']"
渊亭山立,"['yuan1', 'ting2', 'shan1', 'li4']"
渊停山立,"['yuan1', 'ting2', 'shan1', 'li4']"
渊渟岳立,"['yuan1', 'ting2', 'yue4', 'li4']"
渊渟岳峙,"['yuan1', 'ting2', 'yue4', 'zhi4']"
渊渟泽汇,"['yuan1', 'ting2', 'ze2', 'hui4']"
渊图远算,"['yuan1', 'tu2', 'yuan3', 'suan4']"
渊涌风厉,"['yuan1', 'yong3', 'feng1', 'li4']"
渊鱼丛爵,"['yuan1', 'yu2', 'cong2', 'que4']"
渊鱼丛雀,"['yuan1', 'yu2', 'cong2', 'que4']"
渊蜎蠖伏,"['yuan1', 'juan1', 'huo4', 'fu2']"
渊源有自,"['yuan1', 'yuan2', 'you3', 'zi4']"
元恶大憝,"['yuan2', 'e4', 'da4', 'dui4']"
元恶大奸,"['yuan2', 'e4', 'da4', 'jian1']"
元方季方,"['yuan2', 'fang1', 'ji4', 'fang1']"
元奸巨恶,"['yuan2', 'jian1', 'ju4', 'e4']"
元经秘旨,"['yuan2', 'jing1', 'mi4', 'zhi3']"
元龙高卧,"['yuan2', 'long2', 'gao1', 'wo4']"
元龙豪气,"['yuan2', 'long2', 'hao2', 'qi4']"
元戎启行,"['yuan2', 'rong2', 'qi3', 'xing2']"
元元本本,"['yuan2', 'yuan2', 'ben3', 'ben3']"
元元之民,"['yuan2', 'yuan2', 'zhi1', 'min2']"
沅茝醴兰,"['yuan2', 'chai3', 'li3', 'lan2']"
沅茞澧兰,"['yuan2', 'zhi3', 'li3', 'lan2']"
沅江九肋,"['yuan2', 'jiang1', 'jiu3', 'lei4']"
沅芷澧兰,"['yuan2', 'zhi3', 'li3', 'lan2']"
沅芷湘兰,"['yuan2', 'zhi3', 'xiang1', 'lan2']"
原璧归赵,"['yuan2', 'bi4', 'gui1', 'zhao4']"
原封不动,"['yuan2', 'feng1', 'bu4', 'dong4']"
原封未动,"['yuan2', 'feng1', 'wei4', 'dong4']"
原来如此,"['yuan2', 'lai2', 'ru2', 'ci3']"
原始反终,"['yuan2', 'shi3', 'fan3', 'zhong1']"
原始见终,"['yuan2', 'shi3', 'jian4', 'zhong1']"
原始要终,"['yuan2', 'shi3', 'yao4', 'zhong1']"
原形败露,"['yuan2', 'xing2', 'bai4', 'lu4']"
原形毕露,"['yuan2', 'xing2', 'bi4', 'lu4']"
原原本本,"['yuan2', 'yuan2', 'ben3', 'ben3']"
原原委委,"['yuan2', 'yuan2', 'wei3', 'wei3']"
圆顶方趾,"['yuan2', 'ding3', 'fang1', 'zhi3']"
圆孔方木,"['yuan2', 'kong3', 'fang1', 'mu4']"
圆颅方趾,"['yuan2', 'lu2', 'fang1', 'zhi3']"
